detector,material,defect_folder,image_path,status,detection_score,detected,false_positive,error
finger_not_enough,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_1.jpeg,success,0.0,False,False,
finger_not_enough,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_2.jpeg,success,0.0,False,False,
finger_not_enough,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_3.jpeg,success,0.0,False,False,
finger_not_enough,nitrile,stain,datasets\nitrile\stain\nitrile_stain_1.jpeg,success,0.0,False,False,
finger_not_enough,nitrile,stain,datasets\nitrile\stain\nitrile_stain_2.jpeg,success,0.0,False,False,
finger_not_enough,nitrile,stain,datasets\nitrile\stain\nitrile_stain_3.jpeg,success,0.0,False,False,
finger_not_enough,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_1.jpg,success,0.0,False,False,
finger_not_enough,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_2.jpg,success,0.0,False,False,
finger_not_enough,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_1.jpg,success,0.0,False,False,
finger_not_enough,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_2.jpg,success,0.75,True,True,
finger_not_enough,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_3.jpg,success,0.0,False,False,
finger_not_enough,nitrile,touching,datasets\nitrile\touching\nitrile_touching_1.png,success,0.75,True,True,
finger_not_enough,nitrile,touching,datasets\nitrile\touching\nitrile_touching_2.png,success,0.75,True,True,
incomplete_beading,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_1.png,success,0.8500000000000001,True,True,
incomplete_beading,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_2.png,success,0.8500000000000001,True,True,
incomplete_beading,cotton,dirty,datasets\cotton\dirty\cotton_dirty_1.jpeg,success,0.6924775224775225,True,True,
incomplete_beading,cotton,dirty,datasets\cotton\dirty\cotton_dirty_2.jpeg,success,0.0,False,False,
incomplete_beading,cotton,dirty,datasets\cotton\dirty\cotton_dirty_3.jpeg,success,0.0,False,False,
incomplete_beading,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_1.jpg,success,0.68,True,True,
incomplete_beading,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_2.jpg,success,0.68,True,True,
incomplete_beading,cotton,oversize,datasets\cotton\oversize\cotton_oversize_1.jpeg,success,0.0,False,False,
incomplete_beading,cotton,oversize,datasets\cotton\oversize\cotton_oversize_2.jpeg,success,0.68,True,True,
incomplete_beading,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_1.jpeg,success,0.0,False,False,
incomplete_beading,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_2.jpeg,success,0.0,False,False,
incomplete_beading,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_3.jpeg,success,0.68,True,True,
incomplete_beading,cotton,tearing,datasets\cotton\tearing\cotton_tearing_1.jpg,success,0.7461815754339118,True,True,
incomplete_beading,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_1.jpg,success,0.68,True,True,
incomplete_beading,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_2.jpg,success,0.7392949907235622,True,True,
incomplete_beading,cotton,touching,datasets\cotton\touching\cotton_touching_1.png,success,0.7662360992301112,True,True,
incomplete_beading,cotton,touching,datasets\cotton\touching\cotton_touching_2.png,success,0.8500000000000001,True,True,
incomplete_beading,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_1.png,success,0.68,True,True,
incomplete_beading,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_2.png,success,0.68,True,True,
incomplete_beading,latex,dirty,datasets\latex\dirty\latex_dirty_1.jpeg,success,0.0,False,False,
incomplete_beading,latex,dirty,datasets\latex\dirty\latex_dirty_2.jpeg,success,0.0,False,False,
incomplete_beading,latex,dirty,datasets\latex\dirty\latex_dirty_3.jpeg,success,0.0,False,False,
incomplete_beading,latex,discoloration,datasets\latex\discoloration\latex_discoloration_1.jpeg,success,0.68,True,True,
incomplete_beading,latex,discoloration,datasets\latex\discoloration\latex_discoloration_2.jpeg,success,0.7243624161073825,True,True,
incomplete_beading,latex,finger_not_enough,datasets\latex\finger_not_enough\latex_finger_not_enough_1.jpg,success,0.68,True,True,
incomplete_beading,latex,oversize,datasets\latex\oversize\latex_oversize_1.jpeg,success,0.0,False,False,
incomplete_beading,latex,oversize,datasets\latex\oversize\latex_oversize_2.jpeg,success,0.0,False,False,
incomplete_beading,latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_1.jpeg,success,0.6977093596059114,True,True,
incomplete_beading,latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_2.jpeg,success,0.68,True,True,
incomplete_beading,latex,spotting,datasets\latex\spotting\latex_spotting_1.jpeg,success,0.8485020804438279,True,True,
incomplete_beading,latex,spotting,datasets\latex\spotting\latex_spotting_2.jpeg,success,0.68,True,True,
incomplete_beading,latex,spotting,datasets\latex\spotting\latex_spotting_3.jpeg,success,0.0,False,False,
incomplete_beading,latex,stain,datasets\latex\stain\latex_stain_1.jpeg,success,0.0,False,False,
incomplete_beading,latex,stain,datasets\latex\stain\latex_stain_2.jpeg,success,0.0,False,False,
incomplete_beading,latex,tearing,datasets\latex\tearing\latex_tearing_1.jpg,success,0.8313390928725701,True,True,
incomplete_beading,latex,tearing,datasets\latex\tearing\latex_tearing_2.jpg,success,0.7089786683904331,True,True,
incomplete_beading,latex,tearing_fingertip,datasets\latex\tearing_fingertip\latex_tearing_fingertip_1.jpg,success,0.8428239202657808,True,True,
incomplete_beading,latex,touching,datasets\latex\touching\latex_touching_1.png,success,0.743469387755102,True,True,
incomplete_beading,latex,touching,datasets\latex\touching\latex_touching_2.png,success,0.7,True,True,
incomplete_beading,nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_1.png,success,0.8500000000000001,True,True,
incomplete_beading,nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_2.png,success,0.8189208633093525,True,True,
incomplete_beading,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_1.jpeg,success,0.68,True,True,
incomplete_beading,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_2.jpeg,success,0.7367688534641323,True,True,
incomplete_beading,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_3.jpeg,success,0.6906349206349207,True,True,
incomplete_beading,nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_1.jpg,success,0.68,True,True,
incomplete_beading,nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_2.jpg,success,0.68,True,True,
incomplete_beading,nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_1.jpeg,success,0.795920471281296,True,True,
incomplete_beading,nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_2.jpeg,success,0.68,True,True,
incomplete_beading,nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_1.jpeg,success,0.68,True,True,
incomplete_beading,nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_2.jpeg,success,0.47626661521310354,False,False,
incomplete_beading,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_1.jpeg,success,0.7602927195396547,True,True,
incomplete_beading,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_2.jpeg,success,0.8342149929278642,True,True,
incomplete_beading,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_3.jpeg,success,0.774219215776198,True,True,
incomplete_beading,nitrile,stain,datasets\nitrile\stain\nitrile_stain_1.jpeg,success,0.0,False,False,
incomplete_beading,nitrile,stain,datasets\nitrile\stain\nitrile_stain_2.jpeg,success,0.7315778916870961,True,True,
incomplete_beading,nitrile,stain,datasets\nitrile\stain\nitrile_stain_3.jpeg,success,0.68,True,True,
incomplete_beading,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_1.jpg,success,0.68,True,True,
incomplete_beading,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_2.jpg,success,0.7625233644859812,True,True,
incomplete_beading,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_1.jpg,success,0.7261368209255532,True,True,
incomplete_beading,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_2.jpg,success,0.7074025974025975,True,True,
incomplete_beading,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_3.jpg,success,0.7,True,True,
incomplete_beading,nitrile,touching,datasets\nitrile\touching\nitrile_touching_1.png,success,0.8418796992481203,True,True,
incomplete_beading,nitrile,touching,datasets\nitrile\touching\nitrile_touching_2.png,success,0.8483184118333982,True,True,
oversize,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_1.png,success,0.34554443148821273,False,False,
oversize,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_2.png,success,0.36767424719337255,False,False,
oversize,cotton,dirty,datasets\cotton\dirty\cotton_dirty_1.jpeg,success,0.5336692405762395,True,True,
oversize,cotton,dirty,datasets\cotton\dirty\cotton_dirty_2.jpeg,success,0.41422202949688924,False,False,
oversize,cotton,dirty,datasets\cotton\dirty\cotton_dirty_3.jpeg,success,0.6700627513692772,True,True,
oversize,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_1.jpg,success,0.2885041327234834,False,False,
oversize,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_2.jpg,success,0.2452736088509428,False,False,
oversize,cotton,incomplete_beading,datasets\cotton\incomplete_beading\cotton_incomplete_beading_1.png,success,0.25763169352212195,False,False,
oversize,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_1.jpeg,success,0.39294361881689216,False,False,
oversize,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_2.jpeg,success,0.4359212024400181,False,False,
oversize,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_3.jpeg,success,0.2488592322259751,False,False,
oversize,cotton,tearing,datasets\cotton\tearing\cotton_tearing_1.jpg,success,0.29241626502371987,False,False,
oversize,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_1.jpg,success,0.20369364224400643,False,False,
oversize,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_2.jpg,success,0.3614671718088005,False,False,
oversize,cotton,touching,datasets\cotton\touching\cotton_touching_1.png,success,0.24668227547165766,False,False,
oversize,cotton,touching,datasets\cotton\touching\cotton_touching_2.png,success,0.3241784989710386,False,False,
oversize,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_1.png,success,0.48453793847289184,False,False,
oversize,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_2.png,success,0.5850885707352584,True,True,
oversize,latex,dirty,datasets\latex\dirty\latex_dirty_1.jpeg,success,0.8923694910807974,True,True,
oversize,latex,dirty,datasets\latex\dirty\latex_dirty_2.jpeg,success,0.7867222981691878,True,True,
oversize,latex,dirty,datasets\latex\dirty\latex_dirty_3.jpeg,success,0.9441990302312874,True,True,
oversize,latex,discoloration,datasets\latex\discoloration\latex_discoloration_1.jpeg,success,0.45,False,False,
oversize,latex,discoloration,datasets\latex\discoloration\latex_discoloration_2.jpeg,success,0.45,False,False,
oversize,latex,finger_not_enough,datasets\latex\finger_not_enough\latex_finger_not_enough_1.jpg,success,0.531206680783728,True,True,
oversize,latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_1.png,success,0.6410498959931885,True,True,
oversize,latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_2.png,success,0.5264650275183862,True,True,
oversize,latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_1.jpeg,success,0.45,False,False,
oversize,latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_2.jpeg,success,0.47283341965727166,False,False,
oversize,latex,spotting,datasets\latex\spotting\latex_spotting_1.jpeg,success,0.3236788656351852,False,False,
oversize,latex,spotting,datasets\latex\spotting\latex_spotting_2.jpeg,success,0.4103565693205169,False,False,
oversize,latex,spotting,datasets\latex\spotting\latex_spotting_3.jpeg,success,0.3500303738393094,False,False,
oversize,latex,stain,datasets\latex\stain\latex_stain_1.jpeg,success,0.7311670886118533,True,True,
oversize,latex,stain,datasets\latex\stain\latex_stain_2.jpeg,success,0.48089073068309174,False,False,
oversize,latex,tearing,datasets\latex\tearing\latex_tearing_1.jpg,success,0.6055984991632722,True,True,
oversize,latex,tearing,datasets\latex\tearing\latex_tearing_2.jpg,success,0.4225595560697768,False,False,
oversize,latex,tearing_fingertip,datasets\latex\tearing_fingertip\latex_tearing_fingertip_1.jpg,success,0.5107322938108396,True,True,
oversize,latex,touching,datasets\latex\touching\latex_touching_1.png,success,0.45,False,False,
oversize,latex,touching,datasets\latex\touching\latex_touching_2.png,success,0.45,False,False,
oversize,nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_1.png,success,0.6327453764928215,True,True,
oversize,nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_2.png,success,0.25312745310101936,False,False,
oversize,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_1.jpeg,success,0.5797481651484642,True,True,
oversize,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_2.jpeg,success,0.5430639163221457,True,True,
oversize,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_3.jpeg,success,0.6536468549956366,True,True,
oversize,nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_1.jpg,success,0.541229295342781,True,True,
oversize,nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_2.jpg,success,0.5055054938144052,True,True,
oversize,nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_1.png,success,0.8187509628708375,True,True,
oversize,nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_2.png,success,0.8390042529144757,True,True,
oversize,nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_1.jpeg,success,0.6522409784082235,True,True,
oversize,nitrile,plastic_contamination,datasets\nitrile\plastic_contamination\nitrile_plastic_2.jpeg,success,0.5646456463055836,True,True,
oversize,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_1.jpeg,success,0.22363110121193536,False,False,
oversize,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_2.jpeg,success,0.25884011163435905,False,False,
oversize,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_3.jpeg,success,0.2471136957740459,False,False,
oversize,nitrile,stain,datasets\nitrile\stain\nitrile_stain_1.jpeg,success,0.7595693280810981,True,True,
oversize,nitrile,stain,datasets\nitrile\stain\nitrile_stain_2.jpeg,success,0.8270801730906397,True,True,
oversize,nitrile,stain,datasets\nitrile\stain\nitrile_stain_3.jpeg,success,0.6011893081597455,True,True,
oversize,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_1.jpg,success,0.40419906094879154,False,False,
oversize,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_2.jpg,success,0.37862073588913164,False,False,
oversize,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_1.jpg,success,0.7709256632003584,True,True,
oversize,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_2.jpg,success,0.7559700383192389,True,True,
oversize,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_3.jpg,success,0.43245604394293324,False,False,
oversize,nitrile,touching,datasets\nitrile\touching\nitrile_touching_1.png,success,0.5641994310153702,True,True,
oversize,nitrile,touching,datasets\nitrile\touching\nitrile_touching_2.png,success,0.6109801890698284,True,True,
plastic_contamination,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_1.png,success,0.9143253664364814,True,True,
plastic_contamination,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_2.png,success,0.8999248867614965,True,True,
plastic_contamination,cotton,dirty,datasets\cotton\dirty\cotton_dirty_1.jpeg,success,0.8860150643404346,True,True,
plastic_contamination,cotton,dirty,datasets\cotton\dirty\cotton_dirty_2.jpeg,success,0.9602282426472293,True,True,
plastic_contamination,cotton,dirty,datasets\cotton\dirty\cotton_dirty_3.jpeg,success,0.895125473752481,True,True,
plastic_contamination,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_1.jpg,success,0.9436205540898662,True,True,
plastic_contamination,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_2.jpg,success,0.824354960027748,True,True,
plastic_contamination,cotton,incomplete_beading,datasets\cotton\incomplete_beading\cotton_incomplete_beading_1.png,success,0.9459789543983776,True,True,
plastic_contamination,cotton,oversize,datasets\cotton\oversize\cotton_oversize_1.jpeg,success,0.8885642985663665,True,True,
plastic_contamination,cotton,oversize,datasets\cotton\oversize\cotton_oversize_2.jpeg,success,0.9243501789388842,True,True,
plastic_contamination,cotton,tearing,datasets\cotton\tearing\cotton_tearing_1.jpg,success,0.9505389724961081,True,True,
plastic_contamination,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_1.jpg,success,0.0,False,False,
plastic_contamination,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_2.jpg,success,0.9651152504483732,True,True,
plastic_contamination,cotton,touching,datasets\cotton\touching\cotton_touching_1.png,success,0.9313316741729252,True,True,
plastic_contamination,cotton,touching,datasets\cotton\touching\cotton_touching_2.png,success,0.9579176644040825,True,True,
plastic_contamination,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_1.png,success,0.7974149815812588,True,True,
plastic_contamination,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_2.png,success,0.6212523517047817,True,True,
plastic_contamination,latex,dirty,datasets\latex\dirty\latex_dirty_1.jpeg,success,0.86367813146455,True,True,
plastic_contamination,latex,dirty,datasets\latex\dirty\latex_dirty_2.jpeg,success,0.817259551943771,True,True,
plastic_contamination,latex,dirty,datasets\latex\dirty\latex_dirty_3.jpeg,success,0.8627784130334927,True,True,
plastic_contamination,latex,discoloration,datasets\latex\discoloration\latex_discoloration_1.jpeg,success,0.7998358495863842,True,True,
plastic_contamination,latex,discoloration,datasets\latex\discoloration\latex_discoloration_2.jpeg,success,0.7594623378948171,True,True,
plastic_contamination,latex,finger_not_enough,datasets\latex\finger_not_enough\latex_finger_not_enough_1.jpg,success,0.8040435954476849,True,True,
plastic_contamination,latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_1.png,success,0.722752247657431,True,True,
plastic_contamination,latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_2.png,success,0.8392965456533813,True,True,
plastic_contamination,latex,oversize,datasets\latex\oversize\latex_oversize_1.jpeg,success,0.7360050398634455,True,True,
plastic_contamination,latex,oversize,datasets\latex\oversize\latex_oversize_2.jpeg,success,0.6109369994090802,True,True,
plastic_contamination,latex,spotting,datasets\latex\spotting\latex_spotting_1.jpeg,success,0.9352707210164583,True,True,
plastic_contamination,latex,spotting,datasets\latex\spotting\latex_spotting_2.jpeg,success,0.8554679934454261,True,True,
plastic_contamination,latex,spotting,datasets\latex\spotting\latex_spotting_3.jpeg,success,0.9356468536792943,True,True,
plastic_contamination,latex,stain,datasets\latex\stain\latex_stain_1.jpeg,success,0.9031402375549079,True,True,
plastic_contamination,latex,stain,datasets\latex\stain\latex_stain_2.jpeg,success,0.9602568479640201,True,True,
plastic_contamination,latex,tearing,datasets\latex\tearing\latex_tearing_1.jpg,success,0.7911948889847898,True,True,
plastic_contamination,latex,tearing,datasets\latex\tearing\latex_tearing_2.jpg,success,0.8905457849763235,True,True,
plastic_contamination,latex,tearing_fingertip,datasets\latex\tearing_fingertip\latex_tearing_fingertip_1.jpg,success,0.8746499788173295,True,True,
plastic_contamination,latex,touching,datasets\latex\touching\latex_touching_1.png,success,0.9449466984272002,True,True,
plastic_contamination,latex,touching,datasets\latex\touching\latex_touching_2.png,success,0.7315330378658285,True,True,
plastic_contamination,nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_1.png,success,0.9060354606057297,True,True,
plastic_contamination,nitrile,damaged_by_fold,datasets\nitrile\damaged_by_fold\nitrile_damaged_by_fold_2.png,success,0.6939106152586071,True,True,
plastic_contamination,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_1.jpeg,success,0.638345842146017,True,True,
plastic_contamination,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_2.jpeg,success,0.9038762261988651,True,True,
plastic_contamination,nitrile,discoloration,datasets\nitrile\discoloration\nitrile_discoloration_3.jpeg,success,0.0,False,False,
plastic_contamination,nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_1.jpg,success,0.6676796168045845,True,True,
plastic_contamination,nitrile,finger_not_enough,datasets\nitrile\finger_not_enough\nitrile_finger_not_enough_2.jpg,success,0.8249817978631538,True,True,
plastic_contamination,nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_1.png,success,0.8176201171302464,True,True,
plastic_contamination,nitrile,incomplete_beading,datasets\nitrile\incomplete_beading\nitrile_incomplete_beading_2.png,success,0.8436026952548801,True,True,
plastic_contamination,nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_1.jpeg,success,0.6630686731219878,True,True,
plastic_contamination,nitrile,oversize,datasets\nitrile\oversize\nitrile_oversize_2.jpeg,success,0.8527575314810987,True,True,
plastic_contamination,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_1.jpeg,success,0.0,False,False,
plastic_contamination,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_2.jpeg,success,0.0,False,False,
plastic_contamination,nitrile,spotting,datasets\nitrile\spotting\nitrile_spotting_3.jpeg,success,0.0,False,False,
plastic_contamination,nitrile,stain,datasets\nitrile\stain\nitrile_stain_1.jpeg,success,0.9125763599153602,True,True,
plastic_contamination,nitrile,stain,datasets\nitrile\stain\nitrile_stain_2.jpeg,success,0.0,False,False,
plastic_contamination,nitrile,stain,datasets\nitrile\stain\nitrile_stain_3.jpeg,success,0.9060983604557914,True,True,
plastic_contamination,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_1.jpg,success,0.0,False,False,
plastic_contamination,nitrile,tearing,datasets\nitrile\tearing\nitrile_tearing_2.jpg,success,0.0,False,False,
plastic_contamination,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_1.jpg,success,0.0,False,False,
plastic_contamination,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_2.jpg,success,0.0,False,False,
plastic_contamination,nitrile,tearing_fingertip,datasets\nitrile\tearing_fingertip\nitrile_tearing_fingertip_3.jpg,success,0.0,False,False,
plastic_contamination,nitrile,touching,datasets\nitrile\touching\nitrile_touching_1.png,success,0.7757813870558488,True,True,
plastic_contamination,nitrile,touching,datasets\nitrile\touching\nitrile_touching_2.png,success,0.8155521613221139,True,True,
spotting,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_1.png,success,0.2615,False,False,
spotting,cotton,damaged_by_fold,datasets\cotton\damaged_by_fold\cotton_damaged_by_fold_2.png,success,0.1375,False,False,
spotting,cotton,dirty,datasets\cotton\dirty\cotton_dirty_1.jpeg,success,0.3969,False,False,
spotting,cotton,dirty,datasets\cotton\dirty\cotton_dirty_2.jpeg,success,0.2549,False,False,
spotting,cotton,dirty,datasets\cotton\dirty\cotton_dirty_3.jpeg,success,0.4235,False,False,
spotting,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_1.jpg,success,0.2456,False,False,
spotting,cotton,finger_not_enough,datasets\cotton\finger_not_enough\cotton_finger_not_enough_2.jpg,success,0.2275,False,False,
spotting,cotton,incomplete_beading,datasets\cotton\incomplete_beading\cotton_incomplete_beading_1.png,success,0.0735,False,False,
spotting,cotton,oversize,datasets\cotton\oversize\cotton_oversize_1.jpeg,success,0.3153,False,False,
spotting,cotton,oversize,datasets\cotton\oversize\cotton_oversize_2.jpeg,success,0.25,False,False,
spotting,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_1.jpeg,success,0.2275,False,False,
spotting,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_2.jpeg,success,0.1806,False,False,
spotting,cotton,plastic_contamination,datasets\cotton\plastic_contamination\cotton_plastic_3.jpeg,success,0.1061,False,False,
spotting,cotton,tearing,datasets\cotton\tearing\cotton_tearing_1.jpg,success,0.2275,False,False,
spotting,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_1.jpg,success,0.35,False,False,
spotting,cotton,tearing_fingertip,datasets\cotton\tearing_fingertip\cotton_tearing_fingertip_2.jpg,success,0.2269,False,False,
spotting,cotton,touching,datasets\cotton\touching\cotton_touching_1.png,success,0.2275,False,False,
spotting,cotton,touching,datasets\cotton\touching\cotton_touching_2.png,success,0.2275,False,False,
spotting,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_1.png,success,0.1995,False,False,
spotting,latex,damaged_by_fold,datasets\latex\damaged_by_fold\latex_damaged_by_fold_2.png,success,0.1996,False,False,
spotting,latex,dirty,datasets\latex\dirty\latex_dirty_1.jpeg,success,0.2992,False,False,
spotting,latex,dirty,datasets\latex\dirty\latex_dirty_2.jpeg,success,0.3165,False,False,
spotting,latex,dirty,datasets\latex\dirty\latex_dirty_3.jpeg,success,0.2159,False,False,
spotting,latex,discoloration,datasets\latex\discoloration\latex_discoloration_1.jpeg,success,0.1922,False,False,
spotting,latex,discoloration,datasets\latex\discoloration\latex_discoloration_2.jpeg,success,0.1949,False,False,
spotting,latex,finger_not_enough,datasets\latex\finger_not_enough\latex_finger_not_enough_1.jpg,success,0.35,False,False,
spotting,latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_1.png,success,0.1644,False,False,
spotting,latex,incomplete_beading,datasets\latex\incomplete_beading\latex_incomplete_beading_2.png,success,0.35,False,False,
spotting,latex,oversize,datasets\latex\oversize\latex_oversize_1.jpeg,success,0.2274,False,False,
spotting,latex,oversize,datasets\latex\oversize\latex_oversize_2.jpeg,success,0.0714,False,False,
spotting,latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_1.jpeg,success,0.35,False,False,
spotting,latex,plastic_contamination,datasets\latex\plastic_contamination\latex_plastic_2.jpeg,success,0.35,False,False,
spotting,latex,stain,datasets\latex\stain\latex_stain_1.jpeg,success,0.35,False,False,
spotting,latex,stain,datasets\latex\stain\latex_stain_2.jpeg,success,0.35,False,False,
spotting,latex,tearing,datasets\latex\tearing\latex_tearing_1.jpg,success,0.1858,False,False,
spotting,latex,tearing,datasets\latex\tearing\latex_tearing_2.jpg,success,0.2251,False,False,
spotting,latex,tearing_fingertip,datasets\latex\tearing_fingertip\latex_tearing_fingertip_1.jpg,success,0.2258,False,False,
